id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
14629,article,biacino-gerla:1991,,,1991,,Connection Structures,Connection Structures,,,,notre-dame-journal-of-formal-logic,32,,242--247,,,,,,,,,,,,,,,,,,,,false,,biacino;gerla,,,1:complexity;2:mereology
14630,incollection,biagini_he:1989,,,1989,,Contemporary Argentinian Philosophy,Contemporary Argentinian Philosophy,,,,,,,6--17,,,,,,,,,,,,,,,,,,,,false,,biagini_he,,,1:metaphilosophy;2:philosophy_as_a_discipline
14631,article,biagioli_f:2014,,,2014,,What does it Mean That ``Space Can Be Transcendental Without the Axioms Being So''?,What does it Mean That “Space Can Be Transcendental Without the Axioms Being So”?,,,,journal-for-general-philosophy-of-science-zeitschrift-fur-allgemeine-wissenschaftstheorie,45,1,1--21,,,,,,,,,,,,,,,,,,,,false,,biagioli_f,,,1:space_spacetime
14632,article,biagioli_f:2017,,,2017,,Articulating Space in Terms of Transformation Groups: Helmholtz and Cassirer,Articulating Space in Terms of Transformation Groups: Helmholtz and Cassirer,,,,journal-for-the-history-of-analytical-philosophy,6,3,115--131,,,,,,,,,,,,,,,,,,,,false,,biagioli_f,,,1:space_spacetime;2:nature_of_spacetime;3:space
14633,article,bialek:2017,,,2017,,Interest Relativism in the Best System Analysis of Laws,Interest Relativism in the Best System Analysis of Laws,,,,synthese,194,12,4643--4655,,,,,,,,,,,,,,,,,,,,false,,bialek,,,1:causation;2:laws_of_nature
14634,incollection,bialynickibirula:1994,,,1994,,Is Time Sharp or Diffused?,Is Time Sharp or Diffused?,,,,,,,274--279,,,,,,,,,,,,,,,,,,,,false,,bialynickibirula,,,1:time;2:direction_of_time
14635,incollection,biana_ht:2021,,,2021,,Love as an Act of Resistance: bell hooks on Love,Love as an Act of Resistance: bell hooks on Love,,,,,,,127--137,,,,,,,,,,,,,,,,,,,,false,,biana_ht,,,1:feeling;2:friendship;3:love
14636,book,bianca_m:2009,,,2009,,"La mente immaginale.~Immaginazione, immagini mentali, pensiero e pragmatica visuali","La mente immaginale. Immaginazione, immagini mentali, pensiero e pragmatica visuali",,,,,,,,,,Milano,,,franco-angeli,,,,,,,,,,,,,italian,false,,bianca_m,,,2:imagination
14637,book,bianca_ml-piccari:2015,,,2015,,Epistemology of Ordinary Knowledge,Epistemology of Ordinary Knowledge,Epistemology of Ordinary Knowledge,Epistemology of Ordinary Knowledge,,,,,,,,Newcastle upon Tye,,,cambridge-scholars-publishing,,,,,,,,,,,,,,false,,,bianca_ml;piccari_p,,1:epistemology
14638,article,bianchi_a-santambrogio:2012,,,2012,,Review of \citet{casalegno:2011},Review of Casalegno (2011),,,,dialectica,66,2,300--303,,,,,,,,,,,Paolo Casalegno's Good Points,Paolo Casalegno's Good Points,,,,,10.1111/j.1746-8361.2012.01301.x,,,false,,bianchi_a;santambrogio,,paganini_e,1:language
14639,article,bianchi_a:2006,,,2006,,Critical Notice of \citet{prinz_jj:2002},Critical Notice of Prinz (2002),,,,philosophical-books,47,1,52--61,,,,,,,,,,,,,,,,,,,,false,,bianchi_a,,,
