id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
184613,article,ye_f:2010,,,2010,,The Applicability of Mathematics as a Scientific and a Logical Problem,The Applicability of Mathematics as a Scientific and a Logical Problem,,,,philosophia-mathematica,18,18,2,2,144--165,144,,,,,,,,,,,,,,,,,,,english,false,,,ye_f,,,1:mathematics;2:applicability_of_mathematics
184614,book,ye_f:2011,,,2011,,Strict Finitism and the Logic of Mathematical Applications,Strict Finitism and the Logic of Mathematical Applications,,,,,,,355,355,,,,synthese_library,Dordrecht,,,springer,,,,,,,,,,,,,english,false,,,ye_f,,,1:mathematics;2:infinity;3:finitism
184615,article,ye_f:2011a,,,2011,,Naturalized Truth and Plantinga's Evolutionary Argument against Naturalism,Naturalized Truth and Plantinga's Evolutionary Argument against Naturalism,,,,international-journal-for-philosophy-of-religion,70,70,1,1,27--46,27,,,,,,,,,,,,,,,,,,,english,false,,,ye_f,,,1:religion;2:atheism;3:religious_debunking
184616,article,ye_f:2017,,,2017,,On Extreme versus Moderate Methodological Naturalism,On Extreme versus Moderate Methodological Naturalism,,,,philosophia,45,45,1,1,371--385,371,,,,,,,,,,,,,,,,,,,english,false,,,ye_f,,,1:metaphilosophy;2:naturalism
184617,book,ye_f:2023,,,2023,,Studies in No-Self Physicalism,Studies in No-Self Physicalism,,,,,,,,,,,,,Berlin,,,springer,,,,,,,,,,,10.1007/978-981-19-8143-2,,english,false,,,ye_f,,,
184618,article,ye_r:2015,,,2015,,Fumerton's Puzzle for Theories of Rationality,Fumerton's Puzzle for Theories of Rationality,,,,australasian-journal-of-philosophy,93,93,1,1,93--108,93,,,,,,,,,,,,,,,,,,,english,false,,,ye_r,,,1:rationality
184619,article,ye_r:2016,,,2016,,Misleading Evidence and the Dogmatism Puzzle,Misleading Evidence and the Dogmatism Puzzle,,,,australasian-journal-of-philosophy,94,94,3,3,563--575,563,,,,,,,,,,,,,,,,,,,english,false,,,ye_r,,,1:epistemology;2:justification
184620,incollection,ye_ru-fitting:2002,,,2002,,"Belief, Names, and Modes of Presentation","Belief, Names, and Modes of Presentation",,,,,,,,,389--408,389,,,,,,,,,,,,,,,,,,,english,false,,,ye_ru;fitting_m,,,1:representation;2:fregean_sense
184621,book,ye_z:2017,,,2017,,The Semantics of Nouns,The Semantics of Nouns,The Semantics of Nouns,The Semantics of Nouns,,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,,,english,false,,,,ye_z,,1:semantics;2:nouns
184622,incollection,ye_z:2017a,,,2017,,The Semantics of Nouns: A Cross-Linguistic and Cross-Domain Perspective,The Semantics of Nouns: A Cross-Linguistic and Cross-Domain Perspective,,,,,,,,,1--18,1,,,,,,,,,,,,,,,,,,,english,false,,,ye_z,,,1:semantics;2:nouns
184623,incollection,ye_z:2017b,,,2017,,The Semantics of Social Relation Nouns in Chinese,The Semantics of Social Relation Nouns in Chinese,,,,,,,,,63--88,63,,,,,,,,,,,,,,,,,,,english,false,,,ye_z,,,1:structuralism;2:structuralism_in_the_sciences;3:structuralism_in_linguistics
184624,article,yeakel:2016,,,2016,,Existence Hedges and Neutral Free Logic,Existence Hedges and Neutral Free Logic,,,,proceedings-of-the-aristotelian-society,116,116,3,3,379--386,379,,,,,,,,,,,,,,,,,,,english,false,,,yeakel,,,1:ontology;2:ontological_commitment
184625,article,yeap_wk-jeffreys:1999,,,1999,,Computing a Representation of the Local Environment,Computing a Representation of the Local Environment,,,,artificial-intelligence,107,107,2,2,265--301,265,,,,,,,,,,,,,,,,,,,english,false,,,yeap_wk;jeffries_me,,,1:ai;2:machine_learning;3:qualitative_reasoning
184626,article,yeap_wk:1988,,,1988,,Towards a Computational Theory of Cognitive Maps,Towards a Computational Theory of Cognitive Maps,,,,artificial-intelligence,34,34,3,3,297--360,297,,,,,,,,,,,,,,,,,,,english,false,,,yeap_wk,,,1:rationality;2:spatial_reasoning
184627,article,yeap_wk:1998,,,1998,,"Emperor {AI}, Where Is Your Mind?","Emperor AI, Where Is Your Mind?",,,,the-ai-magazine,18,18,4,4,137--144,137,,,,,,,,,,,,,,,,,,,english,false,,,yeap_wk,,,1:ai;2:foundations_of_ai
184628,incollection,yearley_lh:2003,,,2003,,Two Strands of Confucianism,Two Strands of Confucianism,,,,,,,,,154--160,154,,,,,,,,,,,,,,,,,,,english,false,,,yearley_lh,,,1:ethics;2:metaethics;3:moral_relativism
