id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
118049,incollection,mualem:2017,,,2017,,Narrative Aspect Change and Alternating Systems of Justice: A Wittgensteinian Reading of Borges,Narrative Aspect Change and Alternating Systems of Justice: A Wittgensteinian Reading of Borges,,,,,,,131--152,131,,,,,,,,,,,,,,,,,,,english,false,,,mualem,,,1:aesthetics;2:literature
118050,book,mucchielli:2004,,,2004,,Mythes et histoire des sciences humaines,Mythes et histoire des sciences humaines,,,,,,,,,,recherches,Paris,,,editions-la-decouverte,,,,,,,,,,,,,french,false,,,mucchielli,,,1:history_of_philosophy
118051,book,muccillo_m:1996,,,1996,,"Platonismo, ermetismo e ``prisca theologia''.~Ricerche di storiografia filosofica rinascimentale","Platonismo, ermetismo e “prisca theologia”. Ricerche di storiografia filosofica rinascimentale",,,,,,34,,,,istituto_nazionale_di_studi_sul_rinascimento_quaderni_di_rinascimento,Firenze,,,casa-editrice-leo-s-olschki,,,,,,,,,,,,,italian,false,,,muccillo_m,,,1:religion
118052,incollection,muccioli_f:2001,,,2001,,Echi di politica occidentale nelle \emph{Leggi} di Platone,Echi di politica occidentale nelle Leggi di Platone,,,,,,,,,,,,,,,,,,,,,,,,,,,italian,false,,,muccioli_f,,,1:political_philosophy
118053,article,mucciolo:1974,,,1974,,The Identity Theory and Criteria for the Mental,The Identity Theory and Criteria for the Mental,,,,philosophy-and-phenomenological-research,35,,167--180,167,,,,,,,,,,,,,,,,,,,english,false,,,mucciolo,,,1:mind_body;2:identity_theory
118054,article,mucciolo:1974a,,,1974,,The Identity Thesis and Neuropsychology,The Identity Thesis and Neuropsychology,,,,nous,8,,327--342,327,,,,,,,,,,,,,,,,,,,english,false,,,mucciolo,,,1:mind_body;2:identity_theory
118055,article,mucciolo:1975,,,1975,,Kripke's Argument against the Identity Thesis,Kripke's Argument against the Identity Thesis,,,,philosophia-philosophical-quarterly-of-israel,5,4,499--506,499,,,,,,,,,,,,,,,,,,,english,false,,,mucciolo,,,1:mind_body;2:conceivability_arguments
118056,UNKNOWN,muceni_e:2011,,,2011,,La passion de la morale: la r{\'e}ception de Malebranche,La passion de la morale: la réception de Malebranche,,,,,,,,,,,Gen{\`e}ve,,d_e_partement_de_philosophie_universit_e_de_gen_e_ve,,Th{\`e}se de doctorat,,,,,,,,,,10.13097/archive-ouverte/unige:24168,,french,false,,,muceni_e,,,
118057,book,muchnik-thorndike:2015,,,2015,,Rethinking Kant.~Volume 4,Rethinking Kant. Volume 4,Rethinking Kant.~Volume 4,Rethinking Kant. Volume 4,,,,,,,,,Newcastle upon Tye,,,cambridge-scholars-publishing,,,,,,,,,,,,,english,false,,,,muchnik;thorndike_o,,1:history_of_philosophy
118058,book,muchnik-thorndike:2018,,,2018,,Rethinking Kant.~Volume 5,Rethinking Kant. Volume 5,Rethinking Kant.~Volume 5,Rethinking Kant. Volume 5,,,,,,,,,Newcastle upon Tye,,,cambridge-scholars-publishing,,,,,,,,,,,,,english,false,,,,muchnik;thorndike_o,,1:history_of_philosophy
